Year,State,state_po,state_fips,state_cen,state_ic,office,candidate_detail,candidate,party_detail,party,writein,candidatevotes,totalvotes
1976,Alabama,AL,1,63,41,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,659170,1182850
1976,Alabama,AL,1,63,41,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,504070,1182850
1976,Alabama,AL,1,63,41,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,9198,1182850
1976,Alabama,AL,1,63,41,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,6669,1182850
1976,Alabama,AL,1,63,41,US President,"Hall, Gus",Other,communist party use,Other,FALSE,1954,1182850
1976,Alabama,AL,1,63,41,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,1481,1182850
1976,Alabama,AL,1,63,41,US President,,Other,,Other,TRUE,308,1182850
1976,Alaska,AK,2,94,81,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,71555,123574
1976,Alaska,AK,2,94,81,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,44058,123574
1976,Alaska,AK,2,94,81,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,6785,123574
1976,Alaska,AK,2,94,81,US President,,Other,,Other,TRUE,1176,123574
1976,Arizona,AZ,4,86,61,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,418642,742719
1976,Arizona,AZ,4,86,61,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,295602,742719
1976,Arizona,AZ,4,86,61,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,19229,742719
1976,Arizona,AZ,4,86,61,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,7647,742719
1976,Arizona,AZ,4,86,61,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,928,742719
1976,Arizona,AZ,4,86,61,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,564,742719
1976,Arizona,AZ,4,86,61,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,85,742719
1976,Arizona,AZ,4,86,61,US President,,Other,,Other,TRUE,22,742719
1976,Arkansas,AR,5,71,42,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,498604,767535
1976,Arkansas,AR,5,71,42,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,267903,767535
1976,Arkansas,AR,5,71,42,US President,,Other,independent,Other,FALSE,639,767535
1976,Arkansas,AR,5,71,42,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,389,767535
1976,California,CA,6,93,71,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,3882244,7803770
1976,California,CA,6,93,71,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,3742284,7803770
1976,California,CA,6,93,71,US President,"Macbride, Roger",Other,independent,Other,FALSE,56388,7803770
1976,California,CA,6,93,71,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,51098,7803770
1976,California,CA,6,93,71,US President,"Wright, Margaret",Other,peace & freedom,Other,FALSE,41731,7803770
1976,California,CA,6,93,71,US President,"Camejo, Peter",Other,independent,Other,FALSE,17259,7803770
1976,California,CA,6,93,71,US President,"Hall, Gus",Other,independent,Other,FALSE,12766,7803770
1976,Colorado,CO,8,84,62,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,584278,1081440
1976,Colorado,CO,8,84,62,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,460801,1081440
1976,Colorado,CO,8,84,62,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,26047,1081440
1976,Colorado,CO,8,84,62,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,5338,1081440
1976,Colorado,CO,8,84,62,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,2886,1081440
1976,Colorado,CO,8,84,62,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,1122,1081440
1976,Colorado,CO,8,84,62,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,565,1081440
1976,Colorado,CO,8,84,62,US President,"Hall, Gus",Other,communist party use,Other,FALSE,403,1081440
1976,Connecticut,CT,9,16,1,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,719261,1386355
1976,Connecticut,CT,9,16,1,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,647895,1386355
1976,Connecticut,CT,9,16,1,US President,Scattering,Other,,Other,FALSE,10309,1386355
1976,Connecticut,CT,9,16,1,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,7101,1386355
1976,Connecticut,CT,9,16,1,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,1789,1386355
1976,Delaware,DE,10,51,11,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,122461,235642
1976,Delaware,DE,10,51,11,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,109780,235642
1976,Delaware,DE,10,51,11,US President,,Other,no party affiliation,Other,FALSE,2432,235642
1976,Delaware,DE,10,51,11,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,645,235642
1976,Delaware,DE,10,51,11,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,135,235642
1976,Delaware,DE,10,51,11,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,103,235642
1976,Delaware,DE,10,51,11,US President,,Other,socialist labor,Other,FALSE,86,235642
1976,District of Columbia,DC,11,53,55,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,137818,168830
1976,District of Columbia,DC,11,53,55,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,27873,168830
1976,District of Columbia,DC,11,53,55,US President,Other,Other,,Other,FALSE,1656,168830
1976,District of Columbia,DC,11,53,55,US President,,Other,independent,Other,FALSE,1195,168830
1976,District of Columbia,DC,11,53,55,US President,,Other,,Other,TRUE,288,168830
1976,Florida,FL,12,59,43,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1636000,3150631
1976,Florida,FL,12,59,43,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,1469531,3150631
1976,Florida,FL,12,59,43,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,23643,3150631
1976,Florida,FL,12,59,43,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,21325,3150631
1976,Florida,FL,12,59,43,US President,,Other,,Other,TRUE,132,3150631
1976,Georgia,GA,13,58,44,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,979409,1463152
1976,Georgia,GA,13,58,44,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,483743,1463152
1976,Hawaii,HI,15,95,82,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,147375,291301
1976,Hawaii,HI,15,95,82,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,140003,291301
1976,Hawaii,HI,15,95,82,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,3923,291301
1976,Idaho,ID,16,82,63,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,204151,340932
1976,Idaho,ID,16,82,63,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,126549,340932
1976,Idaho,ID,16,82,63,US President,"Maddox, Lester",Other,american,Other,FALSE,5935,340932
1976,Idaho,ID,16,82,63,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,3558,340932
1976,Idaho,ID,16,82,63,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,739,340932
1976,Illinois,IL,17,33,21,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,2364269,4721282
1976,Illinois,IL,17,33,21,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,2271295,4721282
1976,Illinois,IL,17,33,21,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,55939,4721282
1976,Illinois,IL,17,33,21,US President,"Hall, Gus",Other,communist party use,Other,FALSE,9250,4721282
1976,Illinois,IL,17,33,21,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,8057,4721282
1976,Illinois,IL,17,33,21,US President,,Other,,Other,TRUE,4417,4721282
1976,Illinois,IL,17,33,21,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,3615,4721282
1976,Illinois,IL,17,33,21,US President,"Julius """"Jules"""", Levin",Other,socialist labor,Other,FALSE,2422,4721282
1976,Illinois,IL,17,33,21,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,2018,4721282
1976,Indiana,IN,18,32,22,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,1183958,2220362
1976,Indiana,IN,18,32,22,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1014714,2220362
1976,Indiana,IN,18,32,22,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,14048,2220362
1976,Indiana,IN,18,32,22,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,5695,2220362
1976,Indiana,IN,18,32,22,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,1947,2220362
1976,Iowa,IA,19,42,31,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,632864,1279303
1976,Iowa,IA,19,42,31,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,619931,1279303
1976,Iowa,IA,19,42,31,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,20057,1279303
1976,Iowa,IA,19,42,31,US President,"Anderson, Thomas J.",Other,american party of iowa,Other,FALSE,3041,1279303
1976,Iowa,IA,19,42,31,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,1454,1279303
1976,Iowa,IA,19,42,31,US President,"Hall, Gus",Other,communist party use,Other,FALSE,551,1279303
1976,Iowa,IA,19,42,31,US President,Scattering,Other,,Other,FALSE,509,1279303
1976,Iowa,IA,19,42,31,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,262,1279303
1976,Iowa,IA,19,42,31,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,241,1279303
1976,Iowa,IA,19,42,31,US President,"Zeidler, Frank",Other,socialist u.s.a.,Other,FALSE,233,1279303
1976,Iowa,IA,19,42,31,US President,"Julius """"Jules"""", Levin",Other,socialist labor,Other,FALSE,160,1279303
1976,Kansas,KS,20,47,32,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,502752,957845
1976,Kansas,KS,20,47,32,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,430421,957845
1976,Kansas,KS,20,47,32,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,13185,957845
1976,Kansas,KS,20,47,32,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,4724,957845
1976,Kansas,KS,20,47,32,US President,"Macbride, Roger",Other,independent,Other,FALSE,3242,957845
1976,Kansas,KS,20,47,32,US President,"Maddox, Lester",Other,conservative,Other,FALSE,2118,957845
1976,Kansas,KS,20,47,32,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,1403,957845
1976,Kentucky,KY,21,61,51,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,615717,1167142
1976,Kentucky,KY,21,61,51,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,531852,1167142
1976,Kentucky,KY,21,61,51,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,8308,1167142
1976,Kentucky,KY,21,61,51,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,6837,1167142
1976,Kentucky,KY,21,61,51,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,2328,1167142
1976,Kentucky,KY,21,61,51,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,814,1167142
1976,Kentucky,KY,21,61,51,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,510,1167142
1976,Kentucky,KY,21,61,51,US President,"Hall, Gus",Other,communist party use,Other,FALSE,426,1167142
1976,Kentucky,KY,21,61,51,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,350,1167142
1976,Louisiana,LA,22,72,45,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,661365,1277383
1976,Louisiana,LA,22,72,45,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,587446,1277383
1976,Louisiana,LA,22,72,45,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,10058,1277383
1976,Louisiana,LA,22,72,45,US President,"Hall, Gus",Other,communist party use,Other,FALSE,7417,1277383
1976,Louisiana,LA,22,72,45,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,6490,1277383
1976,Louisiana,LA,22,72,45,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,3134,1277383
1976,Louisiana,LA,22,72,45,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,1473,1277383
1976,Maine,ME,23,11,2,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,236320,482968
1976,Maine,ME,23,11,2,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,232279,482968
1976,Maine,ME,23,11,2,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,10874,482968
1976,Maine,ME,23,11,2,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,3495,482968
1976,Maryland,MD,24,52,52,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,759612,1432273
1976,Maryland,MD,24,52,52,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,672661,1432273
1976,Massachusetts,MA,25,14,3,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1429475,2547558
1976,Massachusetts,MA,25,14,3,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,1030276,2547558
1976,Massachusetts,MA,25,14,3,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,65637,2547558
1976,Massachusetts,MA,25,14,3,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,8138,2547558
1976,Massachusetts,MA,25,14,3,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,7555,2547558
1976,Massachusetts,MA,25,14,3,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,4922,2547558
1976,Massachusetts,MA,25,14,3,US President,Scattering,Other,,Other,FALSE,1401,2547558
1976,Massachusetts,MA,25,14,3,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,135,2547558
1976,Massachusetts,MA,25,14,3,US President,"Julius """"Jules"""", Levin",Other,socialist labor,Other,FALSE,19,2547558
1976,Michigan,MI,26,34,23,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,1893742,3651590
1976,Michigan,MI,26,34,23,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1696714,3651590
1976,Michigan,MI,26,34,23,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,47905,3651590
1976,Michigan,MI,26,34,23,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,5407,3651590
1976,Michigan,MI,26,34,23,US President,"Wright, Margaret",Other,human rights,Other,FALSE,3504,3651590
1976,Michigan,MI,26,34,23,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,1804,3651590
1976,Michigan,MI,26,34,23,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,1366,3651590
1976,Michigan,MI,26,34,23,US President,"Julius """"Jules"""", Levin",Other,socialist labor,Other,FALSE,1148,3651590
1976,Minnesota,MN,27,41,33,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1070440,1949931
1976,Minnesota,MN,27,41,33,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,819395,1949931
1976,Minnesota,MN,27,41,33,US President,"McCarthy, Eugene """"Gene""""",Other,mccarthy '76,Other,FALSE,35490,1949931
1976,Minnesota,MN,27,41,33,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,13592,1949931
1976,Minnesota,MN,27,41,33,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,4149,1949931
1976,Minnesota,MN,27,41,33,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,3529,1949931
1976,Minnesota,MN,27,41,33,US President,"Hall, Gus",Other,communist party use,Other,FALSE,1092,1949931
1976,Minnesota,MN,27,41,33,US President,"Wright, Margaret",Other,people's,Other,FALSE,635,1949931
1976,Minnesota,MN,27,41,33,US President,"Larouche, Lyndon, Jr.",Other,international development bank,Other,FALSE,543,1949931
1976,Minnesota,MN,27,41,33,US President,"Julius """"Jules"""", Levin",Other,industrial government party,Other,FALSE,370,1949931
1976,Minnesota,MN,27,41,33,US President,"Zeidler, Frank",Other,socialist,Other,FALSE,354,1949931
1976,Minnesota,MN,27,41,33,US President,,Other,,Other,TRUE,342,1949931
1976,Mississippi,MS,28,64,46,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,381329,768390
1976,Mississippi,MS,28,64,46,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,366846,768390
1976,Mississippi,MS,28,64,46,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,6678,768390
1976,Mississippi,MS,28,64,46,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,4074,768390
1976,Mississippi,MS,28,64,46,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,4049,768390
1976,Mississippi,MS,28,64,46,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,2805,768390
1976,Mississippi,MS,28,64,46,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,2609,768390
1976,Missouri,MO,29,43,34,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,998387,1953600
1976,Missouri,MO,29,43,34,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,927443,1953600
1976,Missouri,MO,29,43,34,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,24029,1953600
1976,Missouri,MO,29,43,34,US President,Other,Other,,Other,FALSE,3741,1953600
1976,Montana,MT,30,81,64,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,173703,328734
1976,Montana,MT,30,81,64,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,149259,328734
1976,Montana,MT,30,81,64,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,5772,328734
1976,Nebraska,NE,31,46,35,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,359219,606749
1976,Nebraska,NE,31,46,35,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,233293,606749
1976,Nebraska,NE,31,46,35,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,9383,606749
1976,Nebraska,NE,31,46,35,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,3378,606749
1976,Nebraska,NE,31,46,35,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,1476,606749
1976,Nevada,NV,32,88,65,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,101273,201876
1976,Nevada,NV,32,88,65,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,92479,201876
1976,Nevada,NV,32,88,65,US President,Other,Other,,Other,FALSE,5108,201876
1976,Nevada,NV,32,88,65,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,1519,201876
1976,Nevada,NV,32,88,65,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,1497,201876
1976,New Hampshire,NH,33,12,4,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,185935,339627
1976,New Hampshire,NH,33,12,4,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,147645,339627
1976,New Hampshire,NH,33,12,4,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,4095,339627
1976,New Hampshire,NH,33,12,4,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,936,339627
1976,New Hampshire,NH,33,12,4,US President,Scattering,Other,,Other,FALSE,603,339627
1976,New Hampshire,NH,33,12,4,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,186,339627
1976,New Hampshire,NH,33,12,4,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,161,339627
1976,New Hampshire,NH,33,12,4,US President,"Julius """"Jules"""", Levin",Other,socialist labor,Other,FALSE,66,339627
1976,New Jersey,NJ,34,22,12,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,1509688,3014472
1976,New Jersey,NJ,34,22,12,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1444653,3014472
1976,New Jersey,NJ,34,22,12,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,32717,3014472
1976,New Jersey,NJ,34,22,12,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,9449,3014472
1976,New Jersey,NJ,34,22,12,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,7716,3014472
1976,New Jersey,NJ,34,22,12,US President,"Julius """"Jules"""", Levin",Other,socialist labor,Other,FALSE,3686,3014472
1976,New Jersey,NJ,34,22,12,US President,"Hall, Gus",Other,communist party use,Other,FALSE,1662,3014472
1976,New Jersey,NJ,34,22,12,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,1650,3014472
1976,New Jersey,NJ,34,22,12,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,1184,3014472
1976,New Jersey,NJ,34,22,12,US President,"Wright, Margaret",Other,peace & freedom,Other,FALSE,1044,3014472
1976,New Jersey,NJ,34,22,12,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,554,3014472
1976,New Jersey,NJ,34,22,12,US President,"Zeidler, Frank",Other,socialist,Other,FALSE,469,3014472
1976,New Mexico,NM,35,85,66,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,211419,416590
1976,New Mexico,NM,35,85,66,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,201148,416590
1976,New Mexico,NM,35,85,66,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,2462,416590
1976,New Mexico,NM,35,85,66,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,1110,416590
1976,New Mexico,NM,35,85,66,US President,"Zeidler, Frank",Other,socialist,Other,FALSE,240,416590
1976,New Mexico,NM,35,85,66,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,211,416590
1976,New York,NY,36,21,13,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,3244165,6668262
1976,New York,NY,36,21,13,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,2825913,6668262
1976,New York,NY,36,21,13,US President,"Ford, Gerald",Other,conservative,Other,FALSE,274878,6668262
1976,New York,NY,36,21,13,US President,"Carter, Jimmy",Other,liberal party,Other,FALSE,145393,6668262
1976,New York,NY,36,21,13,US President,Other,Other,,Other,FALSE,143037,6668262
1976,New York,NY,36,21,13,US President,"Macbride, Roger",Other,free libertarian,Other,FALSE,12197,6668262
1976,New York,NY,36,21,13,US President,"Hall, Gus",Other,communist party use,Other,FALSE,10270,6668262
1976,New York,NY,36,21,13,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,6996,6668262
1976,New York,NY,36,21,13,US President,"Larouche, Lyndon, Jr.",Other,labor,Other,FALSE,5413,6668262
1976,North Carolina,NC,37,56,47,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,927365,1677906
1976,North Carolina,NC,37,56,47,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,741960,1677906
1976,North Carolina,NC,37,56,47,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,5607,1677906
1976,North Carolina,NC,37,56,47,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,2219,1677906
1976,North Carolina,NC,37,56,47,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,755,1677906
1976,North Dakota,ND,38,44,36,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,153684,297308
1976,North Dakota,ND,38,44,36,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,136078,297308
1976,North Dakota,ND,38,44,36,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,3698,297308
1976,North Dakota,ND,38,44,36,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,2952,297308
1976,North Dakota,ND,38,44,36,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,269,297308
1976,North Dakota,ND,38,44,36,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,256,297308
1976,North Dakota,ND,38,44,36,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,142,297308
1976,North Dakota,ND,38,44,36,US President,"Hall, Gus",Other,communist party use,Other,FALSE,85,297308
1976,North Dakota,ND,38,44,36,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,63,297308
1976,North Dakota,ND,38,44,36,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,43,297308
1976,North Dakota,ND,38,44,36,US President,"Zeidler, Frank",Other,socialist,Other,FALSE,38,297308
1976,Ohio,OH,39,31,24,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,2009959,4110456
1976,Ohio,OH,39,31,24,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,2000626,4110456
1976,Ohio,OH,39,31,24,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,58267,4110456
1976,Ohio,OH,39,31,24,US President,"Maddox, Lester",Other,american independent party,Other,FALSE,15508,4110456
1976,Ohio,OH,39,31,24,US President,"Macbride, Roger",Other,libertarian,Other,FALSE,8952,4110456
1976,Ohio,OH,39,31,24,US President,"Hall, Gus",Other,communist party use,Other,FALSE,7817,4110456
1976,Ohio,OH,39,31,24,US President,"Camejo, Peter",Other,socialist workers,Other,FALSE,4833,4110456
1976,Ohio,OH,39,31,24,US President,"Larouche, Lyndon, Jr.",Other,u.s. labor,Other,FALSE,4364,4110456
1976,Ohio,OH,39,31,24,US President,"Julius """"Jules"""", Levin",Other,socialist labor,Other,FALSE,68,4110456
1976,Ohio,OH,39,31,24,US President,"Bubar, Benjamin """"Ben""""",Other,prohibition,Other,FALSE,62,4110456
1976,Oklahoma,OK,40,73,53,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,545708,1092251
1976,Oklahoma,OK,40,73,53,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,532442,1092251
1976,Oklahoma,OK,40,73,53,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,14101,1092251
1976,Oregon,OR,41,92,72,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,492120,1029876
1976,Oregon,OR,41,92,72,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,490407,1029876
1976,Oregon,OR,41,92,72,US President,"McCarthy, Eugene """"Gene""""",Other,independent,Other,FALSE,40207,1029876
1976,Oregon,OR,41,92,72,US President,,Other,,Other,TRUE,6107,1029876
1976,Oregon,OR,41,92,72,US President,"Anderson, Thomas J.",Other,american,Other,FALSE,1035,1029876
1976,Pennsylvania,PA,42,23,14,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,2328677,4620787
1976,Pennsylvania,PA,42,23,14,US President,"Ford, Gerald",Gerald Ford,republican,Republican,FALSE,2205604,4620787
1976,Pennsylvania,PA,42,23,14,US President,"McCarthy, Eugene """"Gene""""",Other,mccarthy '76,Other,FALSE,50584,4620787
